participant,line_num,label,image_clicked,trial_start_time,context_start_time,context_end_time,target_start_time,target_audio_start_time,target_audio_end_time,mouse_move,mouse_start_time,mouse_end_time,question_answer_time,trial_end_time
26A,5118,Trial: 34,target,2.274151e6,2.275151e6,2.290948e6,2.291297e6,2.291331e6,2.294105e6,0,2.291298e6,2.294445e6,2.298293e6,2.298295e6
26A,5238,Trial: 35,target,2.300054e6,2.301054e6,2.32092e6,2.321404e6,2.321432e6,2.323732e6,0,2.321404e6,2.324565e6,2.326284e6,2.326286e6
26A,5371,Trial: 36,target,2.328192e6,2.329192e6,2.346203e6,2.346256e6,2.346293e6,2.349289e6,0,2.346256e6,2.351229e6,2.353884e6,2.353887e6
26A,5515,Trial: 37,target,2.45292e6,2.45392e6,2.481672e6,2.481726e6,2.481759e6,2.483659e6,0,2.481726e6,2.484236e6,2.48618e6,2.486182e6
26A,5687,Trial: 38,target,2.487864e6,2.488864e6,2.507956e6,2.508346e6,2.50838e6,2.510196e6,0,2.508346e6,2.510701e6,2.512948e6,2.512951e6
26A,5868,Trial: 39,target,2.514501e6,2.515501e6,2.535389e6,2.535433e6,2.535461e6,2.538311e6,0,2.535434e6,2.539188e6,2.541355e6,2.541358e6
26A,6007,Trial: 40,target,2.543106e6,2.544106e6,2.56864e6,2.568709e6,2.568742e6,2.570673e6,0,2.568709e6,2.571036e6,2.573548e6,2.57355e6
26A,6133,Trial: 41,target,2.575147e6,2.576147e6,2.590203e6,2.590242e6,2.590273e6,2.592875e6,0,2.590242e6,2.593443e6,2.595244e6,2.595247e6
26A,6236,Trial: 42,target,2.596947e6,2.597947e6,2.628586e6,2.628921e6,2.628955e6,2.631763e6,0,2.628922e6,2.632772e6,2.635308e6,2.635311e6
26A,6366,Trial: 43,target,2.636827e6,2.637827e6,2.660895e6,2.660946e6,2.660976e6,2.663051e6,0,2.660946e6,2.663669e6,2.665491e6,2.665501e6
26A,6510,Trial: 44,target,2.667201e6,2.668201e6,2.694854e6,2.695355e6,2.695388e6,2.697443e6,0,2.695356e6,2.698092e6,2.700317e6,2.700328e6
26A,6654,Trial: 45,target,2.70201e6,2.70301e6,2.729887e6,2.730349e6,2.730379e6,2.733191e6,0,2.730349e6,2.733859e6,2.735835e6,2.735838e6
26A,6793,Trial: 46,target,2.737421e6,2.738421e6,2.763811e6,2.764108e6,2.764141e6,2.766138e6,0,2.764108e6,2.766379e6,2.767754e6,2.767762e6
26A,6899,Trial: 47,target,2.769245e6,2.770245e6,2.790683e6,2.790995e6,2.791032e6,2.794153e6,0,2.790995e6,2.794658e6,2.796123e6,2.796125e6
26A,7013,Trial: 48,target,2.798401e6,2.799401e6,2.817492e6,2.817865e6,2.817893e6,2.820062e6,0,2.817866e6,2.820676e6,2.822859e6,2.822861e6
26A,7143,Trial: 49,target,2.824821e6,2.825821e6,2.84506e6,2.845236e6,2.845264e6,2.847345e6,0,2.845237e6,2.847852e6,2.849626e6,2.849629e6
26A,7262,Trial: 50,target,2.852442e6,2.853442e6,2.873604e6,2.873958e6,2.873985e6,2.876346e6,0,2.873959e6,2.87689e6,2.879275e6,2.879281e6
26A,7456,Trial: 51,target,2.881481e6,2.882481e6,2.896807e6,2.896859e6,2.896886e6,2.899074e6,0,2.896859e6,2.899235e6,2.902187e6,2.90219e6
26A,7558,Trial: 52,target,2.904331e6,2.905331e6,2.922707e6,2.923046e6,2.923078e6,2.925102e6,0,2.923046e6,2.925762e6,2.928123e6,2.928126e6
26A,7736,Trial: 53,target,2.929751e6,2.930751e6,2.956789e6,2.956921e6,2.956949e6,2.958995e6,0,2.956922e6,2.959674e6,2.967386e6,2.967398e6
26A,7907,Trial: 54,target,2.968981e6,2.969981e6,2.990576e6,2.990947e6,2.99098e6,2.993221e6,0,2.990948e6,2.99389e6,2.99753e6,2.997533e6
26A,8040,Trial: 55,target,2.99922e6,3.00022e6,3.017951e6,3.018318e6,3.018352e6,3.020274e6,0,3.018319e6,3.021226e6,3.023285e6,3.02329e6
26A,8156,Trial: 56,target,3.024873e6,3.025873e6,3.047679e6,3.047991e6,3.048023e6,3.049969e6,0,3.047991e6,3.050539e6,3.052129e6,3.052131e6
26A,8266,Trial: 57,target,3.053662e6,3.054662e6,3.079048e6,3.079098e6,3.079134e6,3.081347e6,0,3.079098e6,3.081626e6,3.083497e6,3.083503e6
26A,8430,Trial: 58,target,3.085753e6,3.086753e6,3.103685e6,3.1041e6,3.104135e6,3.105994e6,0,3.104101e6,3.107626e6,3.110075e6,3.110077e6
26A,8568,Trial: 59,target,3.111639e6,3.112639e6,3.126306e6,3.126784e6,3.126816e6,3.128861e6,0,3.126785e6,3.129131e6,3.130677e6,3.130689e6
26A,8703,Trial: 60,target,3.132355e6,3.133355e6,3.158445e6,3.158825e6,3.158858e6,3.161005e6,0,3.158826e6,3.161547e6,3.166241e6,3.166244e6
26A,8844,Trial: 61,target,3.167749e6,3.168749e6,3.187031e6,3.187397e6,3.187429e6,3.189652e6,0,3.187397e6,3.190273e6,3.193082e6,3.193086e6
27A,313,Trial: 1,target,200253.5,201253.0,222074.2,222703.6,222734.0,225180.0,0,222704.0,225812.6,228660.7,228663.2
27A,561,Trial: 2,target,234128.9,235128.0,253219.1,254360.7,254395.0,256564.6,0,254361.1,256651.4,259900.6,259903.1
27A,946,Trial: 3,target,273808.7,274808.0,296607.1,296909.4,296937.0,298927.1,0,296909.7,300179.8,310019.0,310021.6
27A,1129,Trial: 4,target,312337.6,313337.0,332692.2,333069.8,333098.0,335023.1,0,333070.1,335867.9,337363.2,337365.6
27A,1315,Trial: 5,target,340575.4,341575.0,361737.1,362191.7,362219.0,364580.1,0,362192.0,365123.1,367513.5,367515.9
27A,1442,Trial: 6,target,371231.8,372231.0,394131.0,394699.4,394730.0,396674.1,0,394699.7,397482.5,399129.1,399132.5
27A,1707,Trial: 7,target,402638.7,403638.0,421014.1,421903.1,421931.1,423956.9,0,421903.5,424120.8,427377.9,427380.4
27A,1887,Trial: 8,target,429775.7,430775.0,456568.1,457012.8,457042.0,459088.0,0,457013.2,459553.3,462016.6,462019.0
27A,2071,Trial: 9,target,465786.1,466786.0,487381.1,487752.6,487783.0,490024.1,0,487752.9,490072.5,493176.7,493179.2
27A,2278,Trial: 10,target,499845.0,500845.0,527722.1,528199.6,528234.0,531046.0,0,528200.0,531304.5,533238.8,533241.3
27A,2417,Trial: 11,target,534888.0,535887.0,560426.2,561224.4,561255.0,563468.0,0,561224.7,564366.5,566399.5,566402.0
27A,2560,Trial: 12,target,569814.2,570814.0,585154.1,585592.7,585626.0,587649.0,0,585593.0,588718.0,591015.6,591018.2
27A,2712,Trial: 13,target,593465.3,594465.0,611397.0,611829.0,611856.0,613715.1,0,611829.4,614510.6,616710.2,616712.6
27A,2842,Trial: 14,target,618467.4,619467.0,633134.1,633578.7,633607.0,635652.0,0,633579.1,636245.9,637822.9,637825.3
27A,3042,Trial: 15,target,639666.6,640666.0,665865.2,666219.9,666248.0,668395.0,0,666220.2,669641.0,673125.1,673128.9
27A,3203,Trial: 16,target,675660.3,676660.0,694942.1,695341.7,695369.0,697592.1,0,695342.1,698070.2,700421.0,700423.5
27A,3345,Trial: 17,target,702163.5,703163.0,718745.0,719126.2,719160.0,721514.0,0,719126.6,722213.3,723748.5,723751.0
27A,3433,Trial: 18,target,725364.3,726364.0,743843.0,744178.4,744211.0,746486.0,0,744178.7,746611.9,748100.5,748102.9
27A,3548,Trial: 19,target,754686.3,755686.0,778628.1,778987.8,779022.0,781063.1,0,778988.2,781999.0,783787.1,783793.6
27A,3658,Trial: 20,target,785576.1,786576.0,804536.1,806958.8,806992.0,809325.0,0,806959.2,809419.4,811370.5,811373.1
27A,3855,Trial: 21,target,813563.8,814563.0,829343.0,830493.2,830523.0,833050.0,0,830493.5,833691.0,835814.2,835832.2
27A,4054,Trial: 22,target,838265.7,839265.0,859582.2,864118.4,864154.0,866618.0,0,864118.8,866945.9,868796.4,868807.0
27A,4206,Trial: 23,target,871157.0,872157.0,892192.2,896342.6,896375.0,898100.3,0,896343.0,898741.0,900481.5,900483.9
27A,4347,Trial: 24,target,902997.6,903997.0,927027.1,927449.3,927476.0,930361.0,0,927449.7,930584.7,934140.0,934156.1
27A,4478,Trial: 25,target,937273.3,938273.0,956780.1,957238.3,957267.0,960139.0,0,957238.7,960617.5,961969.0,961971.4
27A,4628,Trial: 26,target,963676.5,964676.0,986301.0,987160.8,987188.0,989418.0,0,987161.1,989696.2,990944.1,990948.6
27A,4767,Trial: 27,target,994199.4,995199.0,1.015058e6,1.015465e6,1.015499e6,1.017739e6,0,1.015465e6,1.018359e6,1.020767e6,1.02077e6
27A,4914,Trial: 28,target,1.022387e6,1.023387e6,1.04143e6,1.041768e6,1.0418e6,1.044707e6,0,1.041768e6,1.045144e6,1.047126e6,1.047129e6
27A,5029,Trial: 29,target,1.050424e6,1.051424e6,1.06611e6,1.066803e6,1.066831e6,1.069155e6,0,1.066804e6,1.06931e6,1.071574e6,1.071577e6
27A,5197,Trial: 30,target,1.073775e6,1.074775e6,1.101622e6,1.102063e6,1.102092e6,1.104244e6,0,1.102064e6,1.105416e6,1.10839e6,1.108393e6
27A,5336,Trial: 31,target,1.109986e6,1.110986e6,1.131424e6,1.131886e6,1.131913e6,1.135034e6,0,1.131886e6,1.135478e6,1.137349e6,1.137351e6
27A,5451,Trial: 32,target,1.34156e6,1.34256e6,1.361812e6,1.362275e6,1.36231e6,1.364427e6,0,1.362276e6,1.364923e6,1.366762e6,1.366764e6
27A,5652,Trial: 33,target,1.368463e6,1.369463e6,1.394538e6,1.394816e6,1.394851e6,1.397517e6,0,1.394817e6,1.397626e6,1.399251e6,1.399254e6
27A,5831,Trial: 34,target,1.400971e6,1.401971e6,1.421713e6,1.423054e6,1.423082e6,1.42535e6,0,1.423055e6,1.425905e6,1.42857e6,1.428572e6
27A,5947,Trial: 35,target,1.430393e6,1.431393e6,1.462384e6,1.462584e6,1.462613e6,1.464587e6,0,1.462584e6,1.464673e6,1.466425e6,1.466427e6
27A,6114,Trial: 36,target,1.468138e6,1.469138e6,1.492253e6,1.49269e6,1.492724e6,1.494825e6,0,1.49269e6,1.495008e6,1.497103e6,1.497106e6
27A,6316,Trial: 37,target,1.499778e6,1.500778e6,1.519095e6,1.519477e6,1.519505e6,1.521847e6,0,1.519477e6,1.524473e6,1.527279e6,1.527284e6
27A,6460,Trial: 38,target,1.528917e6,1.529917e6,1.552017e6,1.552385e6,1.552416e6,1.555237e6,0,1.552385e6,1.555888e6,1.558409e6,1.558411e6
27A,6576,Trial: 39,target,1.559924e6,1.560924e6,1.580812e6,1.581473e6,1.581507e6,1.584357e6,0,1.581473e6,1.585247e6,1.586903e6,1.586906e6
27A,6672,Trial: 40,target,1.589096e6,1.590096e6,1.624071e6,1.624572e6,1.624608e6,1.62662e6,0,1.624573e6,1.627199e6,1.629358e6,1.629361e6
27A,6777,Trial: 41,target,1.630944e6,1.631944e6,1.648276e6,1.648657e6,1.648689e6,1.650677e6,0,1.648657e6,1.651967e6,1.65331e6,1.653313e6
27A,6890,Trial: 42,target,1.655062e6,1.656062e6,1.679117e6,1.67953e6,1.67956e6,1.681653e6,0,1.67953e6,1.682221e6,1.685614e6,1.68562e6
27A,7029,Trial: 43,target,1.687169e6,1.688169e6,1.710459e6,1.71112e6,1.711151e6,1.712903e6,0,1.711121e6,1.713453e6,1.715228e6,1.715231e6
27A,7144,Trial: 44,target,1.716975e6,1.717975e6,1.738096e6,1.738508e6,1.738541e6,1.740893e6,0,1.738508e6,1.741924e6,1.744429e6,1.744432e6
27A,7308,Trial: 45,target,1.746197e6,1.747197e6,1.76718e6,1.767479e6,1.767512e6,1.769894e6,0,1.76748e6,1.772005e6,1.774227e6,1.77423e6
27A,7445,Trial: 46,target,1.775719e6,1.776719e6,1.79267e6,1.793232e6,1.793263e6,1.795305e6,0,1.793232e6,1.795604e6,1.797659e6,1.797662e6
27A,7595,Trial: 47,target,1.799437e6,1.800437e6,1.816234e6,1.8166e6,1.816634e6,1.819408e6,0,1.8166e6,1.820036e6,1.824323e6,1.824325e6
27A,7803,Trial: 48,target,1.825923e6,1.826923e6,1.857055e6,1.857414e6,1.857445e6,1.860278e6,0,1.857414e6,1.860964e6,1.86405e6,1.864053e6
27A,7934,Trial: 49,target,1.86562e6,1.86662e6,1.882892e6,1.883333e6,1.883366e6,1.885393e6,0,1.883333e6,1.886731e6,1.890579e6,1.890581e6
27A,8163,Trial: 50,target,1.892223e6,1.893223e6,1.914097e6,1.914456e6,1.914487e6,1.916759e6,0,1.914457e6,1.917585e6,1.920369e6,1.920372e6
27A,8290,Trial: 51,target,1.922846e6,1.923846e6,1.946914e6,1.947548e6,1.947578e6,1.949653e6,0,1.947548e6,1.951522e6,1.953474e6,1.953477e6
27A,8415,Trial: 52,target,1.955004e6,1.956004e6,1.980735e6,1.981106e6,1.981139e6,1.983092e6,0,1.981107e6,1.984337e6,1.986865e6,1.986868e6
27A,8624,Trial: 53,target,1.989129e6,1.990129e6,2.01862e6,2.019085e6,2.01912e6,2.02102e6,0,2.019085e6,2.022064e6,2.026633e6,2.026635e6
27A,8803,Trial: 54,target,2.028359e6,2.029359e6,2.046747e6,2.049424e6,2.049461e6,2.052023e6,0,2.049425e6,2.052823e6,2.055447e6,2.05545e6
27A,8926,Trial: 55,target,2.05713e6,2.05813e6,2.078355e6,2.078646e6,2.078682e6,2.080498e6,0,2.078647e6,2.081912e6,2.083583e6,2.083585e6
27A,9048,Trial: 56,target,2.085602e6,2.086602e6,2.100658e6,2.101013e6,2.101043e6,2.103645e6,0,2.101013e6,2.104328e6,2.105959e6,2.105961e6
27A,9275,Trial: 57,target,2.107952e6,2.108952e6,2.128997e6,2.129618e6,2.129654e6,2.131955e6,0,2.129618e6,2.13224e6,2.139871e6,2.139874e6
27A,9441,Trial: 58,target,2.14161e6,2.14261e6,2.159621e6,2.159657e6,2.159684e6,2.16268e6,0,2.159658e6,2.163807e6,2.166039e6,2.166041e6
27A,9568,Trial: 59,target,2.16813e6,2.16913e6,2.195594e6,2.195668e6,2.195696e6,2.197749e6,0,2.195668e6,2.197766e6,2.20063e6,2.200632e6
27A,9749,Trial: 60,target,2.203173e6,2.204173e6,2.221904e6,2.222288e6,2.222316e6,2.224238e6,0,2.222288e6,2.224813e6,2.230318e6,2.23032e6
27A,9904,Trial: 61,target,2.232011e6,2.233011e6,2.25844e6,2.259048e6,2.259078e6,2.261012e6,0,2.259049e6,2.261772e6,2.263676e6,2.263679e6
28A,149,Trial: 1,target,181022.9,182023.0,202844.2,203206.4,203233.0,205679.0,0,203206.8,206654.1,209061.7,209064.2
28A,271,Trial: 2,target,213564.2,214564.0,237619.1,238082.8,238115.0,240208.0,0,238083.1,240677.2,242827.7,242830.1
28A,415,Trial: 3,target,244454.3,245454.0,267427.2,268038.8,268066.0,270887.0,0,268039.2,271179.8,273348.5,273351.0
28A,554,Trial: 4,target,274994.0,275994.0,293382.1,293941.7,293977.0,296539.0,0,293942.1,296875.9,299788.8,299791.2
28A,679,Trial: 5,target,301530.8,302530.0,323367.1,323781.0,323808.0,326141.2,0,323781.3,326939.5,329211.6,329214.1
28A,782,Trial: 6,target,330919.7,331919.0,345975.0,346298.0,346329.0,348931.0,0,346298.4,349348.1,351035.3,351037.7
28A,904,Trial: 7,target,352969.7,353969.0,378503.2,378906.0,378940.0,380893.5,0,378906.4,381339.3,383322.5,383327.6
28A,1011,Trial: 8,target,385344.2,386344.0,414096.2,414466.3,414501.0,416337.0,0,414466.6,416996.5,419532.2,419534.6
28A,1128,Trial: 9,target,421504.9,422504.0,438776.2,439218.3,439252.0,441279.0,0,439218.7,441931.8,444266.1,444268.6
28A,1243,Trial: 10,target,446023.5,447023.0,466115.1,466772.5,466803.0,468739.0,0,466772.9,469171.4,471291.2,471294.4
28A,1342,Trial: 11,target,473444.2,474444.0,497512.0,497545.8,497574.0,499649.0,0,497546.1,500298.5,502754.2,502756.7
28A,1455,Trial: 12,target,504934.7,505934.0,525800.2,526200.8,526235.0,528535.0,0,526201.2,528938.0,530531.0,530533.4
28A,1606,Trial: 13,target,532572.3,533572.0,550583.1,550969.6,550996.0,553992.0,0,550969.9,554258.9,557434.2,557436.6
28A,1732,Trial: 14,target,559192.4,560192.0,586845.1,587197.0,587228.1,589233.2,0,587197.3,589458.8,591552.9,591555.4
28A,1858,Trial: 15,target,597538.1,598538.0,616269.0,616635.9,616669.0,618591.0,0,616636.2,618777.3,622673.3,622675.7
28A,1948,Trial: 16,target,624291.7,625291.0,650681.0,651212.1,651240.0,653174.1,0,651212.4,653466.1,655377.5,655379.9
28A,2090,Trial: 17,target,657133.2,658133.0,679482.0,679833.7,679861.0,681966.0,0,679834.1,682081.8,685729.5,685732.0
28A,2201,Trial: 18,target,687356.1,688356.0,706447.1,706770.8,706802.0,708971.0,0,706771.1,709351.9,711360.3,711362.8
28A,2299,Trial: 19,target,712858.7,713858.0,733097.2,733491.0,733523.0,735448.0,0,733491.3,735799.8,738319.5,738322.0
28A,2424,Trial: 20,target,739929.2,740929.0,761091.2,761145.3,761174.0,763535.0,0,761145.6,763671.2,765672.8,765675.3
28A,2511,Trial: 21,target,767400.0,768400.0,790206.1,790617.6,790645.0,792589.1,0,790617.9,792752.9,794182.6,794188.6
28A,2654,Trial: 22,target,796071.7,797071.0,814447.2,814819.2,814846.0,816870.1,0,814819.6,816976.0,820991.0,820993.5
28A,2768,Trial: 23,target,822558.4,823558.0,850359.1,850396.1,850427.0,852520.1,0,850396.5,852647.8,855703.3,855705.8
28A,2930,Trial: 24,target,857718.3,858718.0,878577.2,878901.0,878928.0,881168.0,0,878901.4,882118.2,884174.6,884177.0
28A,3037,Trial: 25,target,885706.2,886706.0,913583.1,913894.2,913930.0,916742.0,0,913894.5,916814.5,918703.6,918706.0
28A,3165,Trial: 26,target,920849.5,921849.0,946235.2,946302.0,946331.0,948626.0,0,946302.4,948807.2,950622.0,950624.4
28A,3324,Trial: 27,target,952673.5,953673.0,967999.2,968402.1,968432.0,970455.9,0,968402.5,970646.2,972686.4,972689.3
28A,3484,Trial: 28,target,974490.1,975490.0,992422.1,992753.9,992783.0,994642.1,0,992754.2,995173.0,997613.7,997616.1
28A,3612,Trial: 29,target,999125.4,1.000125e6,1.013792e6,1.014236e6,1.014263e6,1.016308e6,0,1.014237e6,1.01643e6,1.018397e6,1.0184e6
28A,3836,Trial: 30,target,1.019974e6,1.020974e6,1.03842e6,1.038471e6,1.038504e6,1.040764e6,0,1.038472e6,1.041046e6,1.044981e6,1.044983e6
28A,3971,Trial: 31,target,1.046577e6,1.047577e6,1.065859e6,1.066159e6,1.066195e6,1.068418e6,0,1.066159e6,1.068437e6,1.070757e6,1.070759e6
28A,4121,Trial: 32,target,1.073131e6,1.074131e6,1.089713e6,1.09006e6,1.090096e6,1.09245e6,0,1.090061e6,1.092644e6,1.09462e6,1.094622e6
28A,4312,Trial: 33,target,1.096432e6,1.097432e6,1.122522e6,1.122869e6,1.122897e6,1.124996e6,0,1.122869e6,1.125229e6,1.129796e6,1.129798e6
28A,4435,Trial: 34,target,1.131458e6,1.132458e6,1.1554e6,1.15576e6,1.155789e6,1.15783e6,0,1.15576e6,1.158076e6,1.160115e6,1.160117e6
28A,4635,Trial: 35,target,1.162232e6,1.163232e6,1.181192e6,1.181229e6,1.18126e6,1.183593e6,0,1.18123e6,1.183803e6,1.185653e6,1.185668e6
28A,4873,Trial: 36,target,1.1871e6,1.1881e6,1.204549e6,1.204997e6,1.205031e6,1.207073e6,0,1.204998e6,1.207355e6,1.211306e6,1.211309e6
28A,4983,Trial: 37,target,1.212953e6,1.213953e6,1.234112e6,1.23452e6,1.234552e6,1.237095e6,0,1.23452e6,1.237307e6,1.239026e6,1.239029e6
28A,5126,Trial: 38,target,1.240708e6,1.241708e6,1.260215e6,1.260589e6,1.260623e6,1.263495e6,0,1.26059e6,1.264411e6,1.266116e6,1.266118e6
28A,5298,Trial: 39,target,1.268195e6,1.269195e6,1.29288e6,1.293264e6,1.293294e6,1.296179e6,0,1.293265e6,1.296356e6,1.298914e6,1.298916e6
28A,5470,Trial: 40,target,1.300453e6,1.301453e6,1.322048e6,1.322336e6,1.322365e6,1.324607e6,0,1.322337e6,1.324739e6,1.327266e6,1.327269e6
28A,5595,Trial: 41,target,1.407184e6,1.408184e6,1.429709e6,1.429751e6,1.429779e6,1.432009e6,0,1.429751e6,1.432417e6,1.433833e6,1.433835e6
28A,5737,Trial: 42,target,1.435522e6,1.436522e6,1.45696e6,1.457305e6,1.45734e6,1.460461e6,0,1.457305e6,1.461137e6,1.463544e6,1.463546e6
28A,5878,Trial: 43,target,1.465278e6,1.466278e6,1.484321e6,1.484642e6,1.484671e6,1.487578e6,0,1.484643e6,1.488265e6,1.4904e6,1.490403e6
28A,5981,Trial: 44,target,1.491898e6,1.492898e6,1.507584e6,1.50791e6,1.507942e6,1.510266e6,0,1.50791e6,1.510777e6,1.5126e6,1.512603e6
28A,6114,Trial: 45,target,1.514365e6,1.515365e6,1.541403e6,1.541802e6,1.541833e6,1.543917e6,0,1.541803e6,1.544041e6,1.547008e6,1.54701e6
28A,6213,Trial: 46,target,1.548707e6,1.549707e6,1.569742e6,1.570107e6,1.570134e6,1.571858e6,0,1.570107e6,1.572496e6,1.574079e6,1.574082e6
28A,6341,Trial: 47,target,1.575611e6,1.576611e6,1.595863e6,1.596193e6,1.596225e6,1.598342e6,0,1.596194e6,1.598512e6,1.602055e6,1.602057e6
28A,6495,Trial: 48,target,1.603616e6,1.604616e6,1.629374e6,1.629902e6,1.629936e6,1.632612e6,0,1.629903e6,1.632895e6,1.634695e6,1.634697e6
28A,6645,Trial: 49,target,1.636257e6,1.637257e6,1.655574e6,1.655789e6,1.655817e6,1.65816e6,0,1.655789e6,1.658288e6,1.660888e6,1.660894e6
28A,6788,Trial: 50,target,1.662394e6,1.663394e6,1.686565e6,1.686895e6,1.686928e6,1.689029e6,0,1.686896e6,1.689382e6,1.691351e6,1.691354e6
28A,6912,Trial: 51,target,1.692917e6,1.693917e6,1.724269e6,1.724757e6,1.72479e6,1.726763e6,0,1.724758e6,1.727406e6,1.72915e6,1.729153e6
28A,7024,Trial: 52,target,1.730729e6,1.731729e6,1.751471e6,1.751928e6,1.751961e6,1.754229e6,0,1.751928e6,1.754239e6,1.756015e6,1.756017e6
28A,7141,Trial: 53,target,1.757465e6,1.758465e6,1.789104e6,1.789506e6,1.789542e6,1.792375e6,0,1.789507e6,1.792526e6,1.794751e6,1.794753e6
28A,7293,Trial: 54,target,1.796211e6,1.797211e6,1.817099e6,1.817461e6,1.817493e6,1.820343e6,0,1.817461e6,1.821485e6,1.823341e6,1.823343e6
28A,7492,Trial: 55,target,1.824883e6,1.825884e6,1.845984e6,1.846333e6,1.846364e6,1.84882e6,0,1.846333e6,1.849197e6,1.851997e6,1.851999e6
28A,7629,Trial: 56,target,1.853588e6,1.854588e6,1.87092e6,1.871268e6,1.871295e6,1.873283e6,0,1.871269e6,1.874031e6,1.875973e6,1.875975e6
28A,7772,Trial: 57,target,1.877406e6,1.878406e6,1.894203e6,1.894619e6,1.894656e6,1.89743e6,0,1.89462e6,1.897478e6,1.901093e6,1.901096e6
28A,7966,Trial: 58,target,1.902609e6,1.903609e6,1.925899e6,1.926243e6,1.926277e6,1.928029e6,0,1.926244e6,1.928924e6,1.930925e6,1.930928e6
28A,8101,Trial: 59,target,1.932364e6,1.933364e6,1.967537e6,1.967574e6,1.967609e6,1.969621e6,0,1.967575e6,1.969876e6,1.972131e6,1.972134e6
28A,8225,Trial: 60,target,1.973646e6,1.974646e6,1.994629e6,1.995062e6,1.99509e6,1.997472e6,0,1.995062e6,1.998189e6,2.00006e6,2.000062e6
28A,8361,Trial: 61,target,2.001533e6,2.002533e6,2.016996e6,2.017345e6,2.017381e6,2.019871e6,0,2.017346e6,2.020229e6,2.022412e6,2.022418e6
29A,196,Trial: 1,target,651468.5,652468.0,673289.2,673868.8,673904.0,676350.0,0,673869.2,677237.6,679812.1,679814.6
29A,384,Trial: 2,target,687295.6,688295.0,711350.1,711747.5,711776.2,713869.3,0,711747.8,714964.5,718069.0,718071.4
29A,549,Trial: 3,target,720420.7,721420.0,746495.1,747858.1,747887.0,750563.1,0,747858.5,751284.7,754539.4,754542.0
29A,696,Trial: 4,target,761234.9,762234.0,780551.0,780949.9,780978.0,783320.0,0,780950.2,783932.7,785635.5,785638.5
29A,846,Trial: 5,target,787688.3,788688.0,819679.1,820980.2,821010.0,822985.0,0,820980.5,823787.8,825530.7,825535.6
29A,1028,Trial: 6,target,827785.3,828785.0,851900.1,852454.0,852481.0,854511.0,0,852454.3,854931.9,858259.1,858261.7
29A,1159,Trial: 7,target,860526.8,861526.0,880778.2,881392.6,881422.0,883539.1,0,881392.9,883875.4,885675.6,885680.6
29A,1379,Trial: 8,target,887880.8,888880.0,909754.1,910347.8,910383.0,912715.1,0,910348.2,913435.2,916578.3,916580.8
29A,1533,Trial: 9,target,918420.6,919420.0,939308.2,939503.2,939534.0,942384.1,0,939503.6,942826.1,944674.7,944677.2
29A,1695,Trial: 10,target,946758.7,947758.0,981733.0,982235.6,982266.0,984375.1,0,982235.9,985249.6,987450.4,987452.9
29A,1839,Trial: 11,target,989491.1,990491.0,1.006823e6,1.007438e6,1.007467e6,1.009455e6,0,1.007438e6,1.010115e6,1.012178e6,1.01218e6
29A,1986,Trial: 12,target,1.013909e6,1.014909e6,1.034651e6,1.035192e6,1.035228e6,1.037496e6,0,1.035192e6,1.037761e6,1.039432e6,1.039435e6
29A,2153,Trial: 13,target,1.041547e6,1.042547e6,1.064837e6,1.065965e6,1.065999e6,1.067752e6,0,1.065966e6,1.067881e6,1.069516e6,1.06952e6
29A,2480,Trial: 14,target,1.071753e6,1.072753e6,1.092874e6,1.093336e6,1.09337e6,1.095826e6,0,1.093336e6,1.09617e6,1.100824e6,1.100827e6
29A,2603,Trial: 15,target,1.102376e6,1.103376e6,1.130253e6,1.131098e6,1.131131e6,1.133943e6,0,1.131098e6,1.134832e6,1.136087e6,1.136103e6
29A,2818,Trial: 16,target,1.138086e6,1.139086e6,1.16555e6,1.166108e6,1.166142e6,1.168147e6,0,1.166108e6,1.168473e6,1.171153e6,1.171155e6
29A,3006,Trial: 17,target,1.17323e6,1.17423e6,1.190027e6,1.190476e6,1.190503e6,1.193277e6,0,1.190476e6,1.193311e6,1.195328e6,1.195331e6
29A,3259,Trial: 18,target,1.197231e6,1.198231e6,1.217586e6,1.218247e6,1.218274e6,1.220355e6,0,1.218247e6,1.221216e6,1.225303e6,1.225306e6
29A,3473,Trial: 19,target,1.227054e6,1.228054e6,1.244326e6,1.244917e6,1.244945e6,1.246972e6,0,1.244918e6,1.247464e6,1.251967e6,1.251969e6
29A,3661,Trial: 20,target,1.253941e6,1.254941e6,1.274986e6,1.275374e6,1.275406e6,1.277706e6,0,1.275374e6,1.278336e6,1.282271e6,1.282273e6
29A,3847,Trial: 21,target,1.28413e6,1.28513e6,1.303637e6,1.304412e6,1.304447e6,1.307319e6,0,1.304413e6,1.307758e6,1.31055e6,1.310553e6
29A,4013,Trial: 22,target,1.312101e6,1.313101e6,1.337832e6,1.338288e6,1.338319e6,1.34025e6,0,1.338288e6,1.340934e6,1.342974e6,1.342977e6
29A,4189,Trial: 23,target,1.344693e6,1.345693e6,1.374184e6,1.374232e6,1.37426e6,1.376096e6,0,1.374232e6,1.376982e6,1.379398e6,1.379404e6
29A,4371,Trial: 24,target,1.38122e6,1.38222e6,1.399608e6,1.400202e6,1.400231e6,1.402793e6,0,1.400202e6,1.403222e6,1.405173e6,1.405175e6
