participant,line_num,label,image_clicked,trial_start_time,context_start_time,context_end_time,target_start_time,target_audio_start_time,target_audio_end_time,mouse_move,mouse_start_time,mouse_end_time,question_answer_time,trial_end_time
16A,7334,Trial: 55,target,2.654695e6,2.655695e6,2.675795e6,2.676094e6,2.676122e6,2.678578e6,0,2.676095e6,2.678855e6,2.681718e6,2.68172e6
16A,7435,Trial: 56,target,2.683316e6,2.684316e6,2.700648e6,2.700796e6,2.700833e6,2.702821e6,0,2.700796e6,2.703238e6,2.70507e6,2.705072e6
16A,7599,Trial: 57,target,2.707218e6,2.708218e6,2.724015e6,2.72453e6,2.724564e6,2.727338e6,0,2.724531e6,2.727517e6,2.730414e6,2.73042e6
16A,7764,Trial: 58,target,2.732503e6,2.733503e6,2.755793e6,2.756154e6,2.756185e6,2.757937e6,0,2.756155e6,2.758773e6,2.76079e6,2.760793e6
16A,7887,Trial: 59,target,2.762292e6,2.763292e6,2.797465e6,2.797502e6,2.797536e6,2.799548e6,0,2.797502e6,2.800068e6,2.801924e6,2.801926e6
16A,7997,Trial: 60,target,2.803256e6,2.804256e6,2.824239e6,2.824572e6,2.824606e6,2.826988e6,0,2.824572e6,2.827388e6,2.829163e6,2.829165e6
16A,8132,Trial: 61,target,2.830693e6,2.831693e6,2.846156e6,2.846622e6,2.846657e6,2.849147e6,0,2.846622e6,2.849372e6,2.851603e6,2.851605e6
17A,151,Trial: 1,target,650192.2,651192.0,672013.2,672475.8,672509.0,674955.1,0,672476.1,676137.9,679041.9,679044.4
17A,256,Trial: 2,target,686136.1,687136.0,710191.2,710271.1,710300.0,712393.1,0,710271.5,712514.3,714274.2,714292.6
17A,367,Trial: 3,target,715942.1,716942.0,742017.1,742062.1,742092.1,744768.1,0,742062.5,745225.4,747273.5,747276.0
17A,475,Trial: 4,target,748950.5,749950.0,768267.2,768815.6,768843.1,771186.3,0,768816.0,771274.9,773201.9,773204.3
17A,583,Trial: 5,target,775237.1,776237.0,807228.1,807511.7,807544.0,809519.1,0,807512.0,810729.8,812834.9,812850.8
17A,672,Trial: 6,target,814350.2,815350.0,838465.2,838501.9,838535.0,840565.1,0,838502.2,840674.2,842768.7,842773.6
17A,781,Trial: 7,target,844322.9,845322.0,864574.1,864888.6,864916.0,867033.0,0,864888.9,867217.6,869233.9,869236.3
17A,902,Trial: 8,target,870859.8,871859.0,892733.2,893026.6,893058.2,895390.3,0,893027.0,895697.4,897928.3,897932.1
17A,999,Trial: 9,target,899548.4,900548.0,920436.1,920914.4,920949.0,923799.1,0,920914.8,924377.1,926353.0,926355.4
17A,1136,Trial: 10,target,928069.9,929069.0,963044.2,963096.5,963130.0,965239.1,0,963096.8,965600.0,967887.9,967890.4
17A,1234,Trial: 11,target,969384.6,970384.0,986716.1,987281.5,987311.0,989299.1,0,987282.1,989504.8,991041.4,991044.0
17A,1393,Trial: 12,target,992685.6,993685.0,1.013427e6,1.013484e6,1.013512e6,1.01578e6,0,1.013485e6,1.015897e6,1.018167e6,1.018173e6
17A,1472,Trial: 13,target,1.019806e6,1.020806e6,1.043096e6,1.043557e6,1.043594e6,1.045346e6,0,1.043557e6,1.045839e6,1.047681e6,1.047683e6
17A,1582,Trial: 14,target,1.050929e6,1.051929e6,1.07205e6,1.072512e6,1.072545e6,1.075001e6,0,1.072513e6,1.075256e6,1.077807e6,1.077809e6
17A,1703,Trial: 15,target,1.079418e6,1.080418e6,1.107295e6,1.107622e6,1.107656e6,1.110468e6,0,1.107623e6,1.110664e6,1.11248e6,1.112495e6
17A,1850,Trial: 16,target,1.114628e6,1.115628e6,1.142092e6,1.143016e6,1.143048e6,1.145053e6,0,1.143016e6,1.145431e6,1.148254e6,1.148257e6
17A,1939,Trial: 17,target,1.149971e6,1.150971e6,1.166768e6,1.167251e6,1.167279e6,1.170053e6,0,1.167251e6,1.170055e6,1.171598e6,1.171601e6
17A,2070,Trial: 18,target,1.173256e6,1.174256e6,1.193611e6,1.193988e6,1.19402e6,1.196101e6,0,1.193988e6,1.196294e6,1.198359e6,1.198361e6
17A,2198,Trial: 19,target,1.200943e6,1.201943e6,1.218215e6,1.218623e6,1.218651e6,1.220678e6,0,1.218624e6,1.221015e6,1.222743e6,1.222762e6
17A,2285,Trial: 20,target,1.225662e6,1.226662e6,1.246707e6,1.247078e6,1.247112e6,1.249412e6,0,1.247079e6,1.250014e6,1.251334e6,1.251337e6
17A,2403,Trial: 21,target,1.252983e6,1.253983e6,1.27249e6,1.272848e6,1.272883e6,1.275755e6,0,1.272848e6,1.276495e6,1.27799e6,1.277992e6
17A,2512,Trial: 22,target,1.27982e6,1.28082e6,1.305551e6,1.306073e6,1.306104e6,1.308035e6,0,1.306074e6,1.308607e6,1.310829e6,1.310832e6
17A,2617,Trial: 23,target,1.312862e6,1.313862e6,1.342353e6,1.342651e6,1.342686e6,1.344522e6,0,1.342651e6,1.344775e6,1.347142e6,1.347145e6
17A,2819,Trial: 24,target,1.348622e6,1.349622e6,1.36701e6,1.367303e6,1.367337e6,1.369899e6,0,1.367303e6,1.370014e6,1.372486e6,1.372492e6
17A,2931,Trial: 25,target,1.375326e6,1.376326e6,1.396551e6,1.396825e6,1.396858e6,1.398796e6,0,1.396826e6,1.398997e6,1.400509e6,1.400513e6
17A,3038,Trial: 26,target,1.402813e6,1.403813e6,1.417869e6,1.418409e6,1.418439e6,1.421041e6,0,1.418409e6,1.421141e6,1.422309e6,1.422313e6
17A,3189,Trial: 27,target,1.425297e6,1.426297e6,1.456429e6,1.456971e6,1.457e6,1.459808e6,0,1.456971e6,1.460037e6,1.462261e6,1.462263e6
17A,3387,Trial: 28,target,1.463776e6,1.464776e6,1.481787e6,1.482124e6,1.482151e6,1.485147e6,0,1.482124e6,1.486677e6,1.489052e6,1.489054e6
17A,3482,Trial: 29,target,1.49063e6,1.49163e6,1.507581e6,1.507893e6,1.507922e6,1.510033e6,0,1.507893e6,1.510085e6,1.511972e6,1.511975e6
17A,3593,Trial: 30,target,1.513614e6,1.514614e6,1.532345e6,1.532729e6,1.532763e6,1.534685e6,0,1.532729e6,1.534821e6,1.536157e6,1.536159e6
17A,3676,Trial: 31,target,1.539017e6,1.540017e6,1.565446e6,1.565487e6,1.565514e6,1.567511e6,0,1.565487e6,1.567693e6,1.569028e6,1.56903e6
17A,3800,Trial: 32,target,2.101077e6,2.102077e6,2.123876e6,2.124295e6,2.124327e6,2.126432e6,0,2.124295e6,2.126577e6,2.128648e6,2.12865e6
17A,3912,Trial: 33,target,2.130266e6,2.131266e6,2.149357e6,2.149897e6,2.149928e6,2.152097e6,0,2.149898e6,2.15225e6,2.154319e6,2.154322e6
17A,4041,Trial: 34,target,2.155735e6,2.156735e6,2.178835e6,2.179203e6,2.179239e6,2.182084e6,0,2.179203e6,2.182233e6,2.184136e6,2.184142e6
17A,4130,Trial: 35,target,2.185875e6,2.186875e6,2.207037e6,2.207424e6,2.20746e6,2.209821e6,0,2.207425e6,2.209912e6,2.211538e6,2.211546e6
17A,4211,Trial: 36,target,2.213112e6,2.214112e6,2.236012e6,2.236096e6,2.236131e6,2.238077e6,0,2.236096e6,2.238352e6,2.239722e6,2.239734e6
17A,4321,Trial: 37,target,2.2413e6,2.2423e6,2.259676e6,2.259981e6,2.260012e6,2.262036e6,0,2.259981e6,2.262184e6,2.263991e6,2.263993e6
17A,4429,Trial: 38,target,2.265585e6,2.266585e6,2.292378e6,2.292439e6,2.292473e6,2.294557e6,0,2.292439e6,2.29536e6,2.297264e6,2.297278e6
17A,4544,Trial: 39,target,2.29896e6,2.29996e6,2.320555e6,2.320694e6,2.320725e6,2.322966e6,0,2.320694e6,2.323136e6,2.324455e6,2.324465e6
17A,4657,Trial: 40,target,2.326048e6,2.327048e6,2.347031e6,2.34708e6,2.347116e6,2.349498e6,0,2.347081e6,2.349872e6,2.351784e6,2.351787e6
17A,4768,Trial: 41,target,2.353435e6,2.354435e6,2.378974e6,2.379405e6,2.379437e6,2.381732e6,0,2.379405e6,2.381879e6,2.383847e6,2.38385e6
17A,4855,Trial: 42,target,2.38606e6,2.38706e6,2.4014e6,2.402189e6,2.402218e6,2.404406e6,0,2.402189e6,2.404446e6,2.405607e6,2.40561e6
17A,4979,Trial: 43,target,2.407209e6,2.408209e6,2.425141e6,2.425573e6,2.425609e6,2.427468e6,0,2.425574e6,2.427655e6,2.429439e6,2.429445e6
17A,5070,Trial: 44,target,2.431111e6,2.432111e6,2.445778e6,2.446239e6,2.44627e6,2.448315e6,0,2.446239e6,2.448446e6,2.449774e6,2.449777e6
17A,5169,Trial: 45,target,2.451543e6,2.452543e6,2.470022e6,2.470724e6,2.470761e6,2.473021e6,0,2.470725e6,2.473735e6,2.474933e6,2.474936e6
17A,5264,Trial: 46,target,2.476545e6,2.477545e6,2.495827e6,2.495893e6,2.495922e6,2.498145e6,0,2.495894e6,2.498246e6,2.499622e6,2.499624e6
17A,5393,Trial: 47,target,2.502031e6,2.503031e6,2.518613e6,2.519495e6,2.519523e6,2.521877e6,0,2.519495e6,2.522014e6,2.523486e6,2.523488e6
17A,5610,Trial: 48,target,2.525649e6,2.526649e6,2.551848e6,2.552119e6,2.552154e6,2.554253e6,0,2.55212e6,2.554437e6,2.558901e6,2.558904e6
17A,5743,Trial: 49,target,2.560526e6,2.561526e6,2.584468e6,2.584511e6,2.584545e6,2.586586e6,0,2.584511e6,2.586701e6,2.588741e6,2.588749e6
17A,5899,Trial: 50,target,2.590265e6,2.591265e6,2.609225e6,2.609847e6,2.609876e6,2.612209e6,0,2.609847e6,2.612461e6,2.614493e6,2.614496e6
17A,5986,Trial: 51,target,2.616101e6,2.617101e6,2.638726e6,2.639302e6,2.639337e6,2.641577e6,0,2.639303e6,2.642022e6,2.64331e6,2.643312e6
17A,6100,Trial: 52,target,2.644923e6,2.645923e6,2.66624e6,2.666306e6,2.666338e6,2.668881e6,0,2.666306e6,2.669236e6,2.671525e6,2.671529e6
17A,6188,Trial: 53,target,2.673195e6,2.674195e6,2.697263e6,2.697296e6,2.69733e6,2.699405e6,0,2.697297e6,2.699518e6,2.700876e6,2.700879e6
17A,6271,Trial: 54,target,2.702484e6,2.703484e6,2.726514e6,2.727152e6,2.727181e6,2.730006e6,0,2.727153e6,2.730492e6,2.732509e6,2.732511e6
17A,6379,Trial: 55,target,2.734041e6,2.735041e6,2.755076e6,2.75514e6,2.755172e6,2.756896e6,0,2.755141e6,2.757053e6,2.758501e6,2.758511e6
17A,6509,Trial: 56,target,2.759994e6,2.760994e6,2.775774e6,2.776256e6,2.776293e6,2.778783e6,0,2.776257e6,2.778901e6,2.780892e6,2.780895e6
17A,6620,Trial: 57,target,2.782511e6,2.783511e6,2.803949e6,2.804695e6,2.804724e6,2.807845e6,0,2.804695e6,2.808068e6,2.80978e6,2.809784e6
17A,6704,Trial: 58,target,2.81125e6,2.81225e6,2.830293e6,2.830481e6,2.830515e6,2.833422e6,0,2.830481e6,2.833804e6,2.835588e6,2.83559e6
17A,6797,Trial: 59,target,2.837086e6,2.838086e6,2.852772e6,2.853131e6,2.853166e6,2.85549e6,0,2.853132e6,2.85562e6,2.856972e6,2.856975e6
17A,6909,Trial: 60,target,2.858535e6,2.859535e6,2.886382e6,2.886807e6,2.886837e6,2.88893e6,0,2.886807e6,2.88926e6,2.891059e6,2.891062e6
17A,7011,Trial: 61,target,2.892578e6,2.893578e6,2.913437e6,2.913894e6,2.913928e6,2.916168e6,0,2.913895e6,2.916483e6,2.918202e6,2.918205e6
18A,224,Trial: 1,competitor,454321.7,455321.0,476142.2,476605.2,476635.0,479081.1,0,476605.8,484054.9,488284.5,488286.9
18A,326,Trial: 2,target,503125.3,504125.0,519707.2,520121.5,520157.1,522511.1,0,520121.8,523819.6,526835.7,526838.2
18A,483,Trial: 3,target,528544.5,529544.0,546990.0,548092.7,548128.0,550403.0,0,548093.0,551371.6,554236.1,554238.6
18A,595,Trial: 4,target,556048.7,557048.0,576907.2,577314.8,577349.0,579589.1,0,577315.1,580171.6,582772.1,582787.3
18A,674,Trial: 5,target,584403.5,585403.0,603363.0,603401.2,603430.0,605763.0,0,603401.5,606589.4,608825.5,608828.0
18A,756,Trial: 6,target,610756.7,611756.0,635441.0,635809.0,635841.0,638666.1,0,635809.4,638842.1,642067.2,642069.6
18A,859,Trial: 7,target,643648.3,644648.0,664807.0,665264.6,665292.0,667756.1,0,665265.0,668081.6,671537.7,671540.2
18A,998,Trial: 8,target,673187.3,674187.0,692694.2,694086.5,694113.0,696985.0,0,694086.8,697473.3,700217.8,700226.2
18A,1102,Trial: 9,target,701725.6,702725.0,717188.2,717637.6,717674.0,720201.0,0,717638.0,720401.8,722704.5,722709.6
18A,1197,Trial: 10,target,724376.1,725376.0,745411.1,745775.6,745805.0,747529.1,0,745775.9,747737.4,750209.1,750213.6
18A,1317,Trial: 11,target,751813.5,752813.0,774338.2,774547.4,774576.0,776817.9,0,774547.7,777041.8,778880.7,778885.6
18A,1402,Trial: 12,target,780401.8,781401.0,802750.0,803169.0,803197.0,805187.0,0,803169.3,805513.5,808199.7,808202.2
18A,1493,Trial: 13,target,809740.7,810740.0,833682.1,834009.0,834038.0,836081.4,0,834009.4,836199.6,838472.0,838474.5
18A,1584,Trial: 14,target,839963.5,840963.0,855649.1,856025.7,856059.0,858383.0,0,856026.0,859051.4,861584.8,861587.4
18A,1709,Trial: 15,target,863064.3,864064.0,890865.1,891619.3,891650.0,893802.1,0,891619.6,894088.9,896600.4,896602.4
18A,1847,Trial: 16,target,898574.5,899574.0,917617.0,917839.1,917871.0,920778.1,0,917839.5,920920.5,923608.0,923611.6
18A,1945,Trial: 17,target,925077.9,926077.0,945329.2,945743.6,945772.0,947889.0,0,945743.9,948159.4,950168.1,950170.6
18A,2070,Trial: 18,target,952632.1,953632.0,983984.2,984322.8,984354.0,986329.0,0,984323.1,986976.1,989183.4,989185.9
18A,2164,Trial: 19,target,990794.3,991794.0,1.014084e6,1.014645e6,1.014675e6,1.016427e6,0,1.014646e6,1.016694e6,1.01851e6,1.018512e6
18A,2274,Trial: 20,target,1.020133e6,1.021133e6,1.045891e6,1.046253e6,1.046286e6,1.048952e6,0,1.046253e6,1.049319e6,1.052989e6,1.052992e6
18A,2430,Trial: 21,target,1.054726e6,1.055726e6,1.078897e6,1.079311e6,1.079347e6,1.081377e6,0,1.079311e6,1.081726e6,1.084877e6,1.084879e6
18A,2517,Trial: 22,target,1.08675e6,1.08775e6,1.107492e6,1.107849e6,1.107878e6,1.110146e6,0,1.107849e6,1.110766e6,1.113029e6,1.113032e6
18A,2610,Trial: 23,target,1.114638e6,1.115638e6,1.136475e6,1.136788e6,1.136819e6,1.139092e6,0,1.136788e6,1.13939e6,1.142093e6,1.142095e6
18A,2714,Trial: 24,target,1.143559e6,1.14456e6,1.160892e6,1.161306e6,1.16134e6,1.163328e6,0,1.161307e6,1.163485e6,1.165581e6,1.165584e6
18A,2811,Trial: 25,target,1.167444e6,1.168444e6,1.190417e6,1.19208e6,1.192111e6,1.194956e6,0,1.19208e6,1.195525e6,1.197676e6,1.197679e6
18A,2901,Trial: 26,target,1.201954e6,1.202954e6,1.226009e6,1.226689e6,1.226723e6,1.228816e6,0,1.226689e6,1.229412e6,1.231972e6,1.231978e6
18A,2990,Trial: 27,target,1.233611e6,1.234611e6,1.251999e6,1.252942e6,1.252974e6,1.255536e6,0,1.252943e6,1.255731e6,1.258644e6,1.258648e6
18A,3064,Trial: 28,target,1.260198e6,1.261198e6,1.279515e6,1.279763e6,1.279795e6,1.282137e6,0,1.279763e6,1.282332e6,1.284516e6,1.284518e6
18A,3171,Trial: 29,target,1.288753e6,1.289753e6,1.323926e6,1.323963e6,1.323996e6,1.326105e6,0,1.323963e6,1.326604e6,1.329323e6,1.329335e6
18A,3294,Trial: 30,target,1.331235e6,1.332235e6,1.352218e6,1.353352e6,1.353387e6,1.355769e6,0,1.353352e6,1.35634e6,1.358714e6,1.358717e6
18A,3372,Trial: 31,target,1.36039e6,1.36139e6,1.377839e6,1.37827e6,1.378298e6,1.380409e6,0,1.378271e6,1.381162e6,1.385355e6,1.385357e6
18A,3478,Trial: 32,target,1.51449e6,1.51549e6,1.531762e6,1.532104e6,1.532134e6,1.534161e6,0,1.532104e6,1.534537e6,1.53716e6,1.537163e6
18A,3599,Trial: 33,target,1.538659e6,1.539659e6,1.559759e6,1.560492e6,1.560525e6,1.562877e6,0,1.560492e6,1.563153e6,1.566337e6,1.566339e6
18A,3730,Trial: 34,target,1.567897e6,1.568897e6,1.584694e6,1.585044e6,1.585076e6,1.58785e6,0,1.585044e6,1.588025e6,1.590345e6,1.590349e6
18A,3838,Trial: 35,target,1.591882e6,1.592882e6,1.612748e6,1.613098e6,1.613127e6,1.615427e6,0,1.613099e6,1.616089e6,1.618537e6,1.61854e6
18A,3946,Trial: 36,target,1.620137e6,1.621137e6,1.638148e6,1.638501e6,1.638528e6,1.641524e6,0,1.638501e6,1.641632e6,1.644832e6,1.644835e6
18A,4084,Trial: 37,third,1.646757e6,1.647757e6,1.675509e6,1.675862e6,1.675889e6,1.677789e6,0,1.675863e6,1.679273e6,1.682593e6,1.682603e6
18A,4183,Trial: 38,target,1.684652e6,1.685652e6,1.704744e6,1.705401e6,1.70543e6,1.707246e6,0,1.705402e6,1.707551e6,1.709687e6,1.70969e6
18A,4277,Trial: 39,target,1.711439e6,1.712439e6,1.732327e6,1.732405e6,1.732441e6,1.735291e6,0,1.732406e6,1.735528e6,1.738015e6,1.738017e6
18A,4382,Trial: 40,target,1.740795e6,1.741795e6,1.766329e6,1.766731e6,1.766763e6,1.768694e6,0,1.766731e6,1.769064e6,1.771591e6,1.771594e6
18A,4478,Trial: 41,target,1.773353e6,1.774353e6,1.788409e6,1.788815e6,1.788844e6,1.791446e6,0,1.788815e6,1.791504e6,1.793759e6,1.793761e6
18A,4587,Trial: 42,target,1.806661e6,1.807661e6,1.8383e6,1.838335e6,1.838365e6,1.841173e6,0,1.838336e6,1.841352e6,1.845887e6,1.845893e6
18A,4656,Trial: 43,target,1.847559e6,1.848559e6,1.871627e6,1.872044e6,1.872077e6,1.874152e6,0,1.872045e6,1.874327e6,1.876583e6,1.876586e6
18A,4795,Trial: 44,target,1.878316e6,1.879316e6,1.905969e6,1.906454e6,1.906488e6,1.908541e6,0,1.906454e6,1.908719e6,1.912437e6,1.912443e6
18A,4894,Trial: 45,target,1.914159e6,1.915159e6,1.942036e6,1.942347e6,1.942379e6,1.945191e6,0,1.942348e6,1.945317e6,1.947253e6,1.947256e6
18A,5015,Trial: 46,target,1.948952e6,1.949952e6,1.975342e6,1.975773e6,1.9758e6,1.977797e6,0,1.975773e6,1.978285e6,1.980358e6,1.980361e6
18A,5095,Trial: 47,target,1.982278e6,1.983278e6,2.003716e6,2.004161e6,2.004191e6,2.007312e6,0,2.004161e6,2.00767e6,2.009709e6,2.009711e6
18A,5208,Trial: 48,target,2.012801e6,2.013801e6,2.031892e6,2.032382e6,2.032413e6,2.034582e6,0,2.032383e6,2.034814e6,2.039356e6,2.039373e6
18A,5328,Trial: 49,target,2.044074e6,2.045074e6,2.064313e6,2.065707e6,2.065744e6,2.067825e6,0,2.065708e6,2.068173e6,2.071141e6,2.071147e6
18A,5409,Trial: 50,target,2.072846e6,2.073846e6,2.094008e6,2.094229e6,2.094265e6,2.096626e6,0,2.094229e6,2.096693e6,2.099365e6,2.099368e6
18A,5561,Trial: 51,target,2.105754e6,2.106754e6,2.12108e6,2.122284e6,2.122316e6,2.124504e6,0,2.122284e6,2.124675e6,2.127147e6,2.12715e6
18A,5663,Trial: 52,target,2.132258e6,2.133258e6,2.150634e6,2.151639e6,2.151667e6,2.153691e6,0,2.151639e6,2.154107e6,2.156435e6,2.156438e6
18A,5762,Trial: 53,target,2.159612e6,2.160612e6,2.18665e6,2.187099e6,2.187128e6,2.189174e6,0,2.1871e6,2.18954e6,2.192843e6,2.192845e6
18A,5889,Trial: 54,target,2.19674e6,2.19774e6,2.218335e6,2.220091e6,2.220119e6,2.222362e6,0,2.220091e6,2.222802e6,2.22505e6,2.225052e6
18A,6008,Trial: 55,target,2.226996e6,2.227996e6,2.245727e6,2.246444e6,2.24648e6,2.248402e6,0,2.246445e6,2.249428e6,2.251314e6,2.251316e6
18A,6108,Trial: 56,target,2.258787e6,2.259787e6,2.281593e6,2.282321e6,2.282352e6,2.284298e6,0,2.282322e6,2.284755e6,2.287059e6,2.287061e6
18A,6222,Trial: 57,target,2.290961e6,2.291961e6,2.316347e6,2.316714e6,2.316743e6,2.318956e6,0,2.316714e6,2.319371e6,2.321978e6,2.32198e6
18A,6353,Trial: 58,target,2.323453e6,2.324452e6,2.341384e6,2.34185e6,2.341884e6,2.343743e6,0,2.34185e6,2.344083e6,2.346603e6,2.346605e6
18A,6451,Trial: 59,target,2.348505e6,2.349505e6,2.363172e6,2.365201e6,2.365235e6,2.36728e6,0,2.365201e6,2.367906e6,2.369937e6,2.369939e6
18A,6540,Trial: 60,target,2.371672e6,2.372672e6,2.397762e6,2.398242e6,2.398276e6,2.400423e6,0,2.398243e6,2.401314e6,2.405026e6,2.405028e6
18A,6629,Trial: 61,target,2.410418e6,2.411418e6,2.4297e6,2.430183e6,2.430217e6,2.43244e6,0,2.430184e6,2.432665e6,2.434977e6,2.43498e6
19A,122,Trial: 1,target,122664.7,123664.0,144485.1,144864.7,144898.0,147344.0,0,144865.1,147919.3,150071.0,150073.5
19A,226,Trial: 2,target,157657.6,158657.0,176748.1,177405.9,177439.0,179610.0,0,177406.2,179838.3,182463.7,182466.2
19A,371,Trial: 3,target,184010.8,185010.1,206809.3,207161.7,207190.0,209180.0,0,207162.1,209718.6,212062.8,212065.3
19A,530,Trial: 4,target,213683.3,214683.0,234038.1,234532.2,234561.0,236486.0,0,234532.6,237247.2,240103.2,240105.7
19A,657,Trial: 5,target,241671.1,242671.0,262833.1,263303.9,263332.0,265693.1,0,263304.3,265863.0,267662.0,267664.6
19A,793,Trial: 6,target,269191.8,270191.0,292091.1,294010.4,294043.0,295987.0,0,294010.8,296414.2,298437.5,298440.0
19A,910,Trial: 7,target,300065.1,301065.0,318441.1,318812.5,318844.0,320868.0,0,318812.8,321574.5,323909.0,323911.4
19A,1034,Trial: 8,target,325417.5,326417.0,352210.2,352571.3,352605.0,354651.2,0,352571.6,354981.5,356708.5,356710.9
19A,1190,Trial: 9,target,358659.2,359659.0,380254.2,380675.9,380706.0,382947.0,0,380676.2,383420.2,385492.5,385497.6
19A,1347,Trial: 10,target,386963.9,387963.0,414840.1,415201.8,415237.0,418049.0,0,415202.2,418364.3,420379.6,420382.1
19A,1457,Trial: 11,target,421906.9,422906.0,447445.2,447793.0,447829.2,450042.2,0,447793.4,450380.5,452212.5,452215.0
19A,1570,Trial: 12,target,454648.3,455648.0,469988.1,470360.1,470389.0,472414.0,0,470360.4,472875.7,474523.1,474525.6
19A,1690,Trial: 13,target,475947.6,476947.0,493879.1,494211.4,494240.0,496099.0,0,494211.8,496539.8,499099.1,499101.5
19A,1823,Trial: 14,target,500666.3,501666.0,515333.2,516628.4,516661.5,518706.5,0,516628.7,519051.6,521410.6,521416.6
19A,1930,Trial: 15,target,523333.4,524333.0,549532.1,549920.1,549952.0,552099.0,0,549920.5,552690.6,555331.2,555333.7
19A,2052,Trial: 16,target,557525.8,558525.0,576807.1,578441.6,578473.0,580696.0,0,578441.9,581210.2,583114.1,583116.6
19A,2159,Trial: 17,target,584913.1,585913.0,601495.1,603293.7,603324.0,605678.0,0,603294.0,606305.9,607945.9,607949.0
19A,2335,Trial: 18,target,609398.3,610398.0,627877.1,629013.0,629045.0,631320.0,0,629013.4,631728.9,634328.5,634330.9
19A,2474,Trial: 19,target,635818.1,636818.0,659760.1,660136.6,660166.0,662207.1,0,660136.9,662465.0,664401.0,664403.6
19A,2610,Trial: 20,target,666057.6,667057.0,685017.2,685388.9,685417.1,687750.3,0,685389.3,687961.9,689609.2,689611.7
19A,2731,Trial: 21,target,691126.6,692126.0,706906.0,707322.1,707357.0,709884.1,0,707322.5,710128.1,711704.3,711710.6
19A,2819,Trial: 22,target,713526.8,714526.0,734843.0,735193.1,735228.0,737692.1,0,735193.5,738144.3,740359.4,740365.6
19A,2941,Trial: 23,target,741981.6,742981.0,763016.1,763431.0,763459.0,765183.1,0,763431.4,765952.0,767719.0,767721.7
19A,3057,Trial: 24,target,769268.8,770268.0,793298.0,794221.0,794250.0,797135.0,0,794221.3,797887.2,800208.4,800210.7
19A,3190,Trial: 25,target,801709.9,802709.0,821216.1,821575.0,821611.0,824483.0,0,821575.4,825079.2,826816.0,826818.5
19A,3303,Trial: 26,target,828380.0,829380.0,851005.2,851831.0,851862.0,854092.0,0,851831.4,854886.3,856349.9,856353.1
19A,3429,Trial: 27,target,857785.5,858785.0,878644.1,880903.0,880933.0,883173.9,0,880903.3,883366.6,886118.1,886120.6
19A,3585,Trial: 28,target,887524.6,888524.3,906567.5,907456.3,907484.0,910392.1,0,907456.7,910638.2,913341.2,913345.6
19A,3706,Trial: 29,target,914895.2,915895.1,930581.2,931007.4,931035.0,933359.1,0,931007.8,933606.5,934917.7,934920.1
19A,3813,Trial: 30,target,936795.2,937795.0,964642.2,966167.3,966196.0,968348.0,0,966167.6,968565.2,970781.9,970784.4
19A,3941,Trial: 31,target,972288.5,973288.0,993726.1,998008.0,998037.0,1.001158e6,0,998008.4,1.001564e6,1.003116e6,1.003119e6
19A,4057,Trial: 32,target,1.004679e6,1.005679e6,1.024931e6,1.025478e6,1.025508e6,1.027625e6,0,1.025479e6,1.02794e6,1.029509e6,1.029516e6
19A,4194,Trial: 33,target,1.124703e6,1.125703e6,1.150778e6,1.151156e6,1.151192e6,1.153858e6,0,1.151157e6,1.154437e6,1.156318e6,1.156329e6
19A,4291,Trial: 34,target,1.157811e6,1.158811e6,1.178553e6,1.180879e6,1.180914e6,1.183182e6,0,1.180879e6,1.183514e6,1.184889e6,1.184892e6
19A,4388,Trial: 35,target,1.18645e6,1.18745e6,1.218441e6,1.218941e6,1.218975e6,1.220948e6,0,1.218941e6,1.221331e6,1.222761e6,1.222763e6
19A,4528,Trial: 36,target,1.224262e6,1.225261e6,1.248376e6,1.250948e6,1.250976e6,1.253077e6,0,1.250949e6,1.253553e6,1.256001e6,1.256004e6
19A,4666,Trial: 37,target,1.257603e6,1.258603e6,1.27692e6,1.280904e6,1.280937e6,1.283279e6,0,1.280904e6,1.284153e6,1.285808e6,1.285811e6
19A,4810,Trial: 38,target,1.287326e6,1.288326e6,1.310426e6,1.313045e6,1.313078e6,1.3159e6,0,1.313045e6,1.316674e6,1.319192e6,1.319195e6
19A,4946,Trial: 39,target,1.320684e6,1.321684e6,1.341572e6,1.341934e6,1.341969e6,1.344819e6,0,1.341934e6,1.345001e6,1.347176e6,1.347178e6
19A,5057,Trial: 40,target,1.348989e6,1.349989e6,1.383964e6,1.386684e6,1.386721e6,1.388733e6,0,1.386684e6,1.388913e6,1.391399e6,1.391401e6
19A,5165,Trial: 41,target,1.393206e6,1.394206e6,1.410538e6,1.414705e6,1.414741e6,1.416729e6,0,1.414705e6,1.417327e6,1.418896e6,1.418898e6
19A,5271,Trial: 42,target,1.420309e6,1.421309e6,1.444364e6,1.444744e6,1.444772e6,1.446865e6,0,1.444745e6,1.44728e6,1.449167e6,1.449169e6
19A,5374,Trial: 43,target,1.450699e6,1.451699e6,1.473989e6,1.474383e6,1.474414e6,1.476166e6,0,1.474384e6,1.477951e6,1.479551e6,1.479556e6
19A,5524,Trial: 44,target,1.481472e6,1.482472e6,1.502593e6,1.503072e6,1.503104e6,1.505456e6,0,1.503072e6,1.506047e6,1.509654e6,1.509657e6
